id_producto,codigo_barras,nombre,descripcion,id_categoria,precio_venta_actual,stock_minimo_alerta,activo,creado_en,modificado_en,creado_por,modificado_por
299,7861001200046,Audífonos In-Ear Sony MDR-EX15AP con Micrófono,Auriculares de cable con manos libres,12,12.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
300,7861001200053,Memoria Flash USB 3.0 Kingston 64GB,Pendrive metálico de alta velocidad,12,7.80,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
301,7861001200060,Foco LED Inteligente Xiaomi Smart Bulb,Luz LED multicolor Wifi compatible con Alexa,12,14.50,12.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
302,7861001200077,Extensión Eléctrica Multiprim 3 Metros,Regleta multitoma de 4 entradas,12,4.90,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
303,7861001200084,Mouse Inalámbrico Logitech M185 Gris,Mouse inalámbrico óptico USB nanoreceptor,12,11.50,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
304,7861001200091,Tarjeta MicroSD Kingston Canvas 128GB Clase 10,Tarjeta de memoria con adaptador SD,12,13.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
305,7861001200107,Adaptador Bluetooth 5.0 USB para PC,Dongle transmisor inalámbrico para laptop,12,5.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
306,7861001200114,Teclado Alámbrico USB Logitech K120,Teclado tradicional resistente a derrames,12,9.99,12.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
307,7861001200121,"Soporte Metálico de Pared para TV 32-55'"",Soporte fijo de alta resistencia,12,14.90,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
308,7861001200138,Repetidor de Señal Wifi TP-Link Extender,Amplificador de cobertura inalámbrica,12,22.00,8.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
309,7861001200145,Batería Portátil Powerbank Adata 10000mAh,Cargador portátil con doble puerto USB,12,15.90,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
310,7861001200152,Audífonos Bluetooth Inalámbricos JBL Tune,Auriculares de diadema con graves puros,12,38.00,5.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
311,7861001200169,Calculadora Científica Casio FX-82LAX,Calculadora escolar avanzada en español,12,16.50,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
312,7861001200176,Cable HDMI 2.0 de Alta Velocidad 1.8m,Cable para resolución 4K y Full HD,12,3.80,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
313,7861001200183,Base Refrigeradora para Laptop con Ventilador,Soporte ergonómico con extractor de calor,12,12.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
314,7861001200190,Router inalámbrico Smart TP-Link Archer,Router dual band alta cobertura,12,34.00,6.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
315,7861001200206,Adaptador OTG USB a Tipo C Metálico,Convertidor rápido para celular,12,2.10,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
316,7861001200213,Lector de Memorias SD y MicroSD USB,Lector de tarjetas compacto,12,3.50,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
317,7861001200220,Cámara Web USB HD con Micrófono,Cámara para videoconferencias y streaming,12,18.00,8.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
318,7861001200237,Cargador de Auto Carga Rápida Dual USB,Adaptador encendedor de auto,12,5.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
319,7861001200244,Smartwatch Deportivo Digital Band 6,Pulsera inteligente de ritmo cardíaco,12,29.90,8.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
320,7861001200251,Parlante Bluetooth Impermeable Portable,Altavoz inalámbrico recargable,12,19.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
321,7861001300012,Sartén de Aluminio Antiadherente Umco 24cm,Sartén con doble capa de teflón,13,8.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
322,7861001300029,Vaso de Vidrio Templado Crisa pack x6,Vasos transparentes de mesa familiares,13,4.20,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
323,7861001300036,Juego de Cubiertos Tramontina Inox x12,"Cucharas, tenedores y cuchillos de mesa",13,6.50,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
324,7861001300043,Toalla de Baño de Algodón Teka 70x130cm,Toalla absorbente afelpada gruesa,13,7.20,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
325,7861001300050,Almohada de Fibra Siliconada Ortopédica Chaide,Almohada blanda antialérgica de descanso,13,8.50,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
326,7861001300067,Olla de Presión de Aluminio Umco 4L,Olla clásica con sistema de válvulas,13,24.90,8.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
327,7861001300074,Caja de Herramientas Plástica Estándar,Caja con compartimentos y asa de transporte,13,11.20,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
328,7861001300081,Platos Playeros Hondos de Porcelana Corona x6,Vajilla tradicional de comedor,13,9.80,12.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
329,7861001300098,Organizador de Zapatos Plástico Armable,Estante modular de 4 niveles para calzado,13,12.50,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
330,7861001300104,Linterna LED de Mano Recargable,Linterna potente recarga de tomacorriente,13,5.10,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
331,7861001300111,Colador de Acero Inoxidable de Cocina,Colador de malla fina metálica,13,3.20,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
332,7861001300128,"Cuchillo de Cocina Tramontina Profesional 8'"",Cuchillo de chef de acero inoxidable,13,4.80,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
333,7861001300135,Cafetera de Filtro Eléctrica Oster 12 Tazas,Cafetera tradicional programable de goteo,13,34.90,5.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
334,7861001300142,Jarra de Vidrio para Agua con Tapa Plástica 1.5L,Jarra resistente para refrigeradora,13,3.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
335,7861001300159,Tabla de Picar de Plástico Higiénica 30x40,Tabla libre de BPA antideslizante,13,3.10,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
336,7861001300166,Sanduchera Eléctrica Antiadherente Oster,Placas calientes de cierre sellado,13,22.50,8.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
337,7861001300173,Licuadora de Vaso de Vidrio Oster 1.5L,Licuadora clásica de 2 velocidades,13,48.00,6.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
338,7861001300180,Ganchos de Ropa Plásticos pack x12,Ganchos organizadores de armario negros,13,1.80,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
339,7861001300197,Perchero de Madera para Pared 4 Ganchos,Perchero esquinero barnizado resistente,13,5.90,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
340,7861001300203,Balde de Agua de Plástico con Asa 12L,Balde de limpieza de gran capacidad,13,2.30,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
341,7861001300210,Termo de Acero Inoxidable Lumilagro 1L,Termo de conservación caliente 12 horas,13,14.20,10.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
342,7861001300227,Contenedor de Alimentos Hermético Lock & Lock 1L,Taper hermético de alta seguridad,13,4.10,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
343,7861001300234,Cortina de Baño de Poliéster Impermeable,Cortina lavable de ducha con argollas,13,6.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
344,7861001300241,Escoba de Cerdas Suaves para Interiores,Escoba barredora de pisos delicados,13,1.95,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
345,7861001300258,Basurero de Pedal Plástico 15L Estella,Tacho de basura higiénico de cocina,13,7.80,12.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
346,7861001400019,Cuaderno Universitario Estilo Espiral Líneas 100 Hojas,Cuaderno escolar espirado básico,14,1.45,50.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
347,7861001400026,Bolígrafo Bic Cristal Azul pack x4,Plumas de tinta seca punto medio,14,1.20,60.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
348,7861001400033,Lápiz de Grafito Faber-Castell HB pack x4,Lápices clásicos escolares de madera,14,1.10,60.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
349,7861001400040,Caja de Lápices de Colores Faber-Castell x12,Colores vivos y minas de alta resistencia,14,3.40,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
350,7861001400057,Resma de Papel Bond A4 Report 500 Hojas,Papel blanco de impresión fotocopiadora,14,4.60,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
351,7861001400064,Goma Blanca Escolar Elmer s 118ml,Pegamento escolar lavable no tóxico,14,1.15,35.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
352,7861001400071,Marcadores Permanentes Sharpie Negro pack x2,Marcadores punta fina de tinta indeleble,14,2.50,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
353,7861001400088,Carpeta Plástica con Vincha A4 pack x5,Carpetas de oficina archiveras,14,1.80,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
354,7861001400095,Tijera Escolar punta roma Mundial 13cm,Tijera de seguridad para niños,14,0.95,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
355,7861001400101,Juego Geométrico Plástico Flexible 4 Piezas,"Regla, escuadras y transportador irrompibles",14,1.60,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
356,7861001400118,Cinta Adhesiva Transparente Scotch 18mx12mm x3,Rollos de cinta scotch escolares,14,1.25,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
357,7861001400125,Borrador de Queso Faber-Castell pack x2,Borradores blancos suaves para papel,14,0.60,50.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
358,7861001400132,Sacapuntas con Depósito Plástico x2,Sacapuntas de doble orificio para lápices,14,0.90,45.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
359,7861001400149,Resaltadores de Texto Stabilo Boss pack x4,Marcadores fluorescentes pastel,14,4.20,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
360,7861001400156,Plastilina Escolar de barra Pelikan x10 colores,Masas moldeadoras suaves de colores,14,1.85,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
361,7861001400163,Notas Adhesivas Post-it Amarillas 76x76mm,Taco de notas removibles amarillas,14,1.40,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
362,7861001400170,Engrapadora de Oficina Metálica Petrus,Engrapadora estándar para grapas 26/6,14,5.90,15.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
363,7861001400187,Grapas Metálicas Petrus 26/6 caja x5000,Consumibles de oficina estándar,14,1.20,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
364,7861001400194,Clips de Oficina Metálicos Standard caja x100,Clips niquelados de tamaño mediano,14,0.75,40.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
365,7861001400200,Corrector Líquido tipo Lápiz Liquid Paper,Lapicero corrector de secado rápido,14,1.10,35.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
366,7861001400217,Marcadores de Pizarra Recargables Pilot pack x4,Marcadores de borrado seco para acrílico,14,4.80,20.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
367,7861001400224,Fomi de Colores formato A4 pack x10,Láminas de espuma EVA de manualidades,14,1.50,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
368,7861001400231,Cartulina Escolar de Colores A4 pack x20,Cartulinas de colores variados ligeras,14,1.70,30.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
369,7861001400248,Papel Crepé Escolar Pliego pack x5 colores,Papel para manualidades y decoración,14,1.10,25.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
370,7861001400255,Agenda Diaria Ejecutiva Pasta Dura,Libreta de planificación ejecutiva,14,6.50,12.000,t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,system,
