id_auditoria_sistema,id_usuario_sistema,accion_realizada,tabla_afectada,registro_id,valores_anteriores,valores_nuevos,fecha_hora
368,86,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
369,86,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
370,86,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
371,86,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
372,87,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
373,87,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
374,87,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
375,87,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
376,87,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
377,87,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
378,87,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
379,88,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
380,88,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
381,88,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
382,88,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
383,88,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
384,88,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
385,88,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
386,89,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
387,89,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
388,89,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
389,89,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
390,89,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
391,89,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
392,89,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
393,90,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
394,90,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
395,90,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
396,90,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
397,90,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
398,90,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
399,90,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
400,91,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
401,91,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
402,91,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
403,91,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
404,91,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
405,91,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
406,91,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
407,92,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
408,92,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
409,92,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
410,92,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
411,92,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
412,92,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
413,92,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
414,93,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
415,93,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
416,93,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
417,93,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
418,93,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
419,93,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
420,93,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
421,94,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
422,94,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
423,94,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
424,94,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
425,94,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
426,94,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
427,94,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
428,95,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
429,95,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
430,95,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
431,95,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
432,95,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
433,95,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
434,95,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
435,96,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
436,96,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
437,96,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
438,96,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
439,96,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
440,96,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
441,96,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
442,97,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
443,97,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
444,97,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
445,97,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
446,97,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
447,97,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
448,97,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
449,98,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
450,98,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
451,98,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
452,98,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
453,98,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
454,98,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
455,98,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
456,99,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
457,99,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
458,99,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
459,99,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
460,99,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
461,99,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
462,99,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
463,100,INSERT,clientes,1,,"{'"nombre_completo'": '"Juan Gomez'", '"correo_electronico'": '"juan.gomez@gmail.com'"}",2026-03-19 19:22:27.718562-05
464,100,INSERT,productos,1,,"{'"nombre'": '"Leche Entera 1L'", '"precio_venta_actual'": 1.25}",2026-03-29 19:22:27.718562-05
465,100,UPDATE,inventarios,25,"{'"stock_actual'": 50}","{'"stock_actual'": 120}",2026-04-18 19:22:27.718562-05
466,100,INSERT,facturas,100,,"{'"total_pagar'": 45.80, '"numero_factura'": '"FAC-00000100'"}",2026-05-18 19:22:27.718562-05
467,100,INSERT,compras,50,,"{'"total_pagado'": 2500, '"numero_factura_proveedor'": '"FAC-2026-0000050'"}",2026-06-02 19:22:27.718562-05
468,100,UPDATE,clientes,200,"{'"telefono'": '"+593980000000'"}","{'"telefono'": '"+593999999999'"}",2026-06-27 19:22:27.718562-05
469,100,INSERT,tarjetas_fidelizacion,150,,"{'"codigo_tarjeta'": '"DM360-00000150'", '"puntos_acumulados'": 300}",2026-07-07 19:22:27.718562-05
