id_compra,id_proveedor,id_sucursal,numero_factura_proveedor,fecha_compra,subtotal,impuesto,total_pagado,creado_en,modificado_en,creado_por,modificado_por
1660,45,3,FAC-PROV-2026-00001660,2026-02-11 22:45:45.568854-05,2711.05,406.66,3117.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1183,45,3,FAC-PROV-2026-00001183,2025-07-06 07:43:35.960423-05,2831.57,424.74,3256.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1333,45,3,FAC-PROV-2026-00001333,2024-12-10 18:03:37.111649-05,1428.20,214.23,1642.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1610,45,3,FAC-PROV-2026-00001610,2026-06-28 12:06:24.19426-05,2223.07,333.46,2556.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1034,45,3,FAC-PROV-2026-00001034,2026-01-27 05:17:00.665475-05,1486.51,222.98,1709.49,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
943,45,3,FAC-PROV-2026-00000943,2024-12-13 06:46:21.041207-05,1405.57,210.83,1616.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
330,45,3,FAC-PROV-2026-00000330,2024-03-07 04:06:46.516848-05,2404.07,360.61,2764.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1903,45,3,FAC-PROV-2026-00001903,2024-03-15 02:05:10.229047-05,2451.89,367.78,2819.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1220,45,3,FAC-PROV-2026-00001220,2024-03-05 18:26:49.921458-05,2473.49,371.02,2844.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
451,45,3,FAC-PROV-2026-00000451,2025-01-13 10:43:11.848471-05,674.65,101.20,775.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1466,45,3,FAC-PROV-2026-00001466,2024-07-31 02:50:03.502036-05,1844.62,276.69,2121.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
323,45,3,FAC-PROV-2026-00000323,2026-03-14 18:54:21.042548-05,1594.26,239.14,1833.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
348,45,3,FAC-PROV-2026-00000348,2024-07-04 07:53:29.902301-05,1952.85,292.93,2245.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1634,45,3,FAC-PROV-2026-00001634,2024-11-27 15:02:32.131919-05,1567.03,235.05,1802.09,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1363,45,3,FAC-PROV-2026-00001363,2025-04-18 03:05:39.674796-05,1950.50,292.58,2243.08,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
112,45,3,FAC-PROV-2026-00000112,2024-02-29 18:29:14.72164-05,2416.54,362.48,2779.02,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
560,45,3,FAC-PROV-2026-00000560,2024-05-07 04:16:16.88241-05,1797.07,269.56,2066.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1042,45,3,FAC-PROV-2026-00001042,2026-03-31 20:12:39.371417-05,2667.47,400.12,3067.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
613,45,3,FAC-PROV-2026-00000613,2025-09-10 20:31:23.245175-05,1167.32,175.10,1342.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
268,45,3,FAC-PROV-2026-00000268,2025-04-08 00:57:54.432012-05,2773.07,415.96,3189.03,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1745,45,3,FAC-PROV-2026-00001745,2024-07-18 05:45:28.072876-05,2346.65,352.00,2698.65,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1404,45,3,FAC-PROV-2026-00001404,2024-05-09 08:40:23.053267-05,2336.01,350.40,2686.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
615,45,3,FAC-PROV-2026-00000615,2025-06-25 06:37:16.954522-05,1742.70,261.41,2004.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
830,45,3,FAC-PROV-2026-00000830,2025-03-20 13:14:31.499927-05,2882.10,432.31,3314.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1545,45,3,FAC-PROV-2026-00001545,2024-11-17 01:20:04.836738-05,1676.34,251.45,1927.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1581,45,3,FAC-PROV-2026-00001581,2024-11-21 08:56:05.438664-05,2111.72,316.76,2428.48,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1482,45,3,FAC-PROV-2026-00001482,2025-10-27 18:11:56.378192-05,1344.68,201.70,1546.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1657,45,3,FAC-PROV-2026-00001657,2025-03-07 11:11:37.556923-05,2403.62,360.54,2764.16,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
988,45,3,FAC-PROV-2026-00000988,2025-03-21 08:42:33.85682-05,1465.84,219.88,1685.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1340,45,3,FAC-PROV-2026-00001340,2025-06-25 20:19:43.625155-05,2244.28,336.64,2580.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
964,45,3,FAC-PROV-2026-00000964,2024-02-29 10:01:19.718851-05,2359.03,353.85,2712.88,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
601,45,3,FAC-PROV-2026-00000601,2025-11-03 04:02:22.514884-05,3067.82,460.17,3527.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
590,45,3,FAC-PROV-2026-00000590,2025-10-21 01:08:27.194347-05,1186.44,177.97,1364.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
82,45,3,FAC-PROV-2026-00000082,2025-12-28 02:04:38.396893-05,2926.38,438.96,3365.34,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
2000,45,3,FAC-PROV-2026-00002000,2025-08-12 07:48:25.452139-05,1991.86,298.78,2290.64,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1396,45,3,FAC-PROV-2026-00001396,2026-02-27 14:12:36.824488-05,1543.20,231.48,1774.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1534,45,3,FAC-PROV-2026-00001534,2024-03-13 07:58:43.714047-05,2029.50,304.42,2333.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
202,45,3,FAC-PROV-2026-00000202,2024-03-08 21:38:12.975959-05,1435.18,215.28,1650.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
610,45,3,FAC-PROV-2026-00000610,2026-02-06 16:34:27.592102-05,2655.32,398.30,3053.62,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1425,45,3,FAC-PROV-2026-00001425,2024-01-01 13:02:09.262611-05,1972.73,295.91,2268.64,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
678,45,3,FAC-PROV-2026-00000678,2024-08-24 13:09:34.487885-05,2652.33,397.85,3050.18,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1906,45,3,FAC-PROV-2026-00001906,2024-08-11 12:57:16.142807-05,1525.03,228.76,1753.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
812,45,3,FAC-PROV-2026-00000812,2026-06-18 09:44:40.334258-05,2482.56,372.38,2854.94,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1390,45,3,FAC-PROV-2026-00001390,2025-07-16 10:27:44.679174-05,2938.47,440.77,3379.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
579,45,3,FAC-PROV-2026-00000579,2025-05-04 04:27:52.147184-05,2428.74,364.31,2793.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
510,45,3,FAC-PROV-2026-00000510,2025-06-23 02:30:36.960966-05,2000.12,300.02,2300.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1981,45,3,FAC-PROV-2026-00001981,2025-09-26 12:08:40.69357-05,893.58,134.04,1027.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1176,45,3,FAC-PROV-2026-00001176,2025-09-21 00:44:45.493289-05,1385.73,207.86,1593.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1186,45,3,FAC-PROV-2026-00001186,2024-04-20 15:44:45.960612-05,1868.16,280.22,2148.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
198,45,3,FAC-PROV-2026-00000198,2026-07-08 15:01:16.012877-05,2428.81,364.32,2793.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
212,45,3,FAC-PROV-2026-00000212,2025-01-01 03:30:08.115617-05,1207.28,181.09,1388.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
28,45,3,FAC-PROV-2026-00000028,2024-09-04 21:45:37.678655-05,984.81,147.72,1132.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1796,45,3,FAC-PROV-2026-00001796,2026-06-28 13:11:57.037994-05,1813.57,272.04,2085.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1089,45,3,FAC-PROV-2026-00001089,2024-03-08 19:38:25.661146-05,1086.19,162.93,1249.12,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1380,45,3,FAC-PROV-2026-00001380,2026-03-04 03:32:43.148131-05,1869.63,280.45,2150.08,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1656,45,3,FAC-PROV-2026-00001656,2026-05-29 07:38:47.836466-05,1790.18,268.53,2058.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1147,45,3,FAC-PROV-2026-00001147,2025-04-02 05:54:38.461608-05,1440.50,216.08,1656.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
720,45,3,FAC-PROV-2026-00000720,2024-10-28 04:38:25.080015-05,1543.94,231.59,1775.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
917,45,3,FAC-PROV-2026-00000917,2024-10-23 00:33:02.513958-05,1856.17,278.43,2134.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
489,45,3,FAC-PROV-2026-00000489,2024-06-04 01:18:02.037543-05,972.51,145.88,1118.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1605,45,3,FAC-PROV-2026-00001605,2026-06-03 08:04:00.682783-05,1615.11,242.27,1857.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1555,45,3,FAC-PROV-2026-00001555,2024-03-11 00:49:10.968594-05,1501.21,225.18,1726.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
515,45,3,FAC-PROV-2026-00000515,2025-03-11 22:51:31.031068-05,1024.93,153.74,1178.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1256,45,3,FAC-PROV-2026-00001256,2026-02-12 12:53:22.877033-05,1588.96,238.34,1827.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1000,45,3,FAC-PROV-2026-00001000,2024-12-20 06:33:16.779373-05,1179.09,176.86,1355.96,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
706,45,3,FAC-PROV-2026-00000706,2026-05-30 09:26:32.732964-05,1538.35,230.75,1769.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1230,45,3,FAC-PROV-2026-00001230,2024-08-15 22:17:13.441973-05,2426.25,363.94,2790.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
571,45,3,FAC-PROV-2026-00000571,2024-11-02 21:35:31.24584-05,2067.04,310.06,2377.09,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1423,45,3,FAC-PROV-2026-00001423,2026-04-21 19:20:59.26654-05,846.28,126.94,973.22,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
956,45,3,FAC-PROV-2026-00000956,2024-09-27 14:32:20.865707-05,1567.34,235.10,1802.44,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
666,45,3,FAC-PROV-2026-00000666,2024-04-03 23:50:54.281057-05,2263.30,339.50,2602.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
216,45,3,FAC-PROV-2026-00000216,2025-02-01 10:08:41.424715-05,2837.64,425.65,3263.29,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
958,45,3,FAC-PROV-2026-00000958,2025-09-17 04:50:59.08354-05,2129.61,319.44,2449.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
295,45,3,FAC-PROV-2026-00000295,2025-01-28 23:05:58.839421-05,2619.59,392.94,3012.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1730,45,3,FAC-PROV-2026-00001730,2024-10-20 07:49:33.637396-05,1625.78,243.87,1869.64,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1655,45,3,FAC-PROV-2026-00001655,2025-03-02 18:59:12.153227-05,819.17,122.88,942.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
694,45,3,FAC-PROV-2026-00000694,2025-02-15 22:09:17.551622-05,1536.87,230.53,1767.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
213,45,3,FAC-PROV-2026-00000213,2024-05-12 10:09:33.69887-05,2158.42,323.76,2482.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1114,45,3,FAC-PROV-2026-00001114,2025-06-20 23:38:14.660372-05,1465.86,219.88,1685.74,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
833,45,3,FAC-PROV-2026-00000833,2025-01-23 16:21:40.641363-05,1346.97,202.05,1549.02,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1244,45,3,FAC-PROV-2026-00001244,2026-03-29 15:41:16.986956-05,2526.92,379.04,2905.95,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
752,45,3,FAC-PROV-2026-00000752,2024-03-26 11:41:21.897462-05,1431.92,214.79,1646.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1013,45,3,FAC-PROV-2026-00001013,2024-11-22 05:17:49.108705-05,1928.26,289.24,2217.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1760,45,3,FAC-PROV-2026-00001760,2026-07-04 23:22:19.32493-05,1055.15,158.27,1213.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1553,45,3,FAC-PROV-2026-00001553,2024-10-24 10:39:43.747307-05,1868.20,280.23,2148.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
594,45,3,FAC-PROV-2026-00000594,2025-01-12 22:15:29.367154-05,1766.79,265.02,2031.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
460,45,3,FAC-PROV-2026-00000460,2025-07-06 07:00:08.355098-05,807.20,121.08,928.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
499,45,3,FAC-PROV-2026-00000499,2026-01-26 21:24:44.990278-05,2783.24,417.49,3200.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
265,45,3,FAC-PROV-2026-00000265,2026-07-12 13:22:33.239151-05,2318.51,347.78,2666.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1839,45,3,FAC-PROV-2026-00001839,2025-03-08 10:05:03.22943-05,2679.91,401.99,3081.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1530,45,3,FAC-PROV-2026-00001530,2024-06-27 19:24:43.757671-05,1916.74,287.51,2204.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
851,45,3,FAC-PROV-2026-00000851,2026-01-24 13:23:35.207133-05,1058.64,158.80,1217.44,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
62,45,3,FAC-PROV-2026-00000062,2026-02-11 22:42:17.176344-05,1167.56,175.13,1342.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
893,45,3,FAC-PROV-2026-00000893,2025-08-27 23:21:53.22998-05,2055.24,308.29,2363.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1318,45,3,FAC-PROV-2026-00001318,2024-05-21 08:51:05.148918-05,2223.66,333.55,2557.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
993,45,3,FAC-PROV-2026-00000993,2025-10-02 22:54:48.75462-05,2610.53,391.58,3002.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
568,45,3,FAC-PROV-2026-00000568,2025-08-05 21:19:18.194485-05,2729.67,409.45,3139.12,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
805,45,3,FAC-PROV-2026-00000805,2024-08-17 15:16:01.243054-05,2501.19,375.18,2876.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1822,45,3,FAC-PROV-2026-00001822,2025-11-10 19:12:31.08467-05,1304.47,195.67,1500.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1139,45,3,FAC-PROV-2026-00001139,2026-04-12 04:21:59.880487-05,2819.01,422.85,3241.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
413,45,3,FAC-PROV-2026-00000413,2025-10-03 00:17:16.938203-05,2392.47,358.87,2751.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
649,45,3,FAC-PROV-2026-00000649,2026-01-21 21:05:50.553802-05,3044.19,456.63,3500.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
100,45,3,FAC-PROV-2026-00000100,2026-06-06 19:00:43.718507-05,1597.53,239.63,1837.16,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1223,45,3,FAC-PROV-2026-00001223,2024-03-25 15:41:33.145063-05,1832.70,274.91,2107.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
925,45,3,FAC-PROV-2026-00000925,2024-03-30 02:05:42.566599-05,1814.10,272.11,2086.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1342,45,3,FAC-PROV-2026-00001342,2025-02-09 02:55:01.537377-05,2376.67,356.50,2733.17,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
421,45,3,FAC-PROV-2026-00000421,2024-02-03 21:51:59.567693-05,2133.82,320.07,2453.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
429,45,3,FAC-PROV-2026-00000429,2025-08-10 11:03:16.833585-05,2587.42,388.11,2975.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1498,45,3,FAC-PROV-2026-00001498,2025-10-01 23:31:05.924906-05,692.47,103.87,796.34,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
835,45,3,FAC-PROV-2026-00000835,2024-03-18 21:35:26.135438-05,2276.32,341.45,2617.77,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
25,45,3,FAC-PROV-2026-00000025,2025-03-23 07:47:44.565016-05,599.97,90.00,689.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
141,45,3,FAC-PROV-2026-00000141,2025-03-04 18:47:19.633722-05,1153.32,173.00,1326.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1026,45,3,FAC-PROV-2026-00001026,2025-06-03 07:44:31.386724-05,2274.91,341.24,2616.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
434,45,3,FAC-PROV-2026-00000434,2024-12-18 09:04:10.685334-05,1155.68,173.35,1329.03,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
211,45,3,FAC-PROV-2026-00000211,2025-06-28 17:33:24.858669-05,1574.63,236.19,1810.83,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1420,45,3,FAC-PROV-2026-00001420,2026-03-21 23:13:48.687772-05,660.21,99.03,759.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1320,45,3,FAC-PROV-2026-00001320,2024-10-27 03:37:02.667979-05,1161.65,174.25,1335.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1191,45,3,FAC-PROV-2026-00001191,2024-04-13 11:17:08.198728-05,762.42,114.36,876.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
901,45,3,FAC-PROV-2026-00000901,2025-12-25 06:39:58.715882-05,1723.23,258.48,1981.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
465,45,3,FAC-PROV-2026-00000465,2024-04-18 22:30:59.452696-05,1069.68,160.45,1230.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
449,45,3,FAC-PROV-2026-00000449,2024-04-19 15:18:29.67091-05,1600.43,240.06,1840.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1853,45,3,FAC-PROV-2026-00001853,2026-05-27 05:28:46.097924-05,2326.56,348.98,2675.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
64,45,3,FAC-PROV-2026-00000064,2025-07-20 11:22:10.577711-05,2400.51,360.08,2760.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1421,45,3,FAC-PROV-2026-00001421,2024-02-20 10:39:30.567112-05,2551.89,382.78,2934.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
828,45,3,FAC-PROV-2026-00000828,2025-08-01 13:46:40.398918-05,1238.41,185.76,1424.17,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1989,45,3,FAC-PROV-2026-00001989,2025-02-15 22:27:30.467438-05,2002.93,300.44,2303.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1587,45,3,FAC-PROV-2026-00001587,2024-01-29 05:13:43.005341-05,1474.14,221.12,1695.26,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1091,45,3,FAC-PROV-2026-00001091,2025-04-22 19:24:46.477461-05,674.34,101.15,775.49,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
839,45,3,FAC-PROV-2026-00000839,2026-01-20 01:26:02.422463-05,841.68,126.25,967.93,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1075,45,3,FAC-PROV-2026-00001075,2024-12-02 06:26:50.985502-05,2277.90,341.69,2619.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
539,45,3,FAC-PROV-2026-00000539,2024-02-23 08:02:06.180205-05,2292.95,343.94,2636.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1108,45,3,FAC-PROV-2026-00001108,2026-01-16 07:57:10.986539-05,1243.29,186.49,1429.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1128,45,3,FAC-PROV-2026-00001128,2026-02-06 08:48:21.706063-05,2718.21,407.73,3125.94,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1284,45,3,FAC-PROV-2026-00001284,2026-05-24 13:58:04.692112-05,1161.20,174.18,1335.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
874,45,3,FAC-PROV-2026-00000874,2025-07-03 17:04:52.780146-05,2543.01,381.45,2924.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1899,45,3,FAC-PROV-2026-00001899,2024-05-25 12:40:28.563088-05,1045.64,156.85,1202.48,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
278,45,3,FAC-PROV-2026-00000278,2025-06-20 02:37:57.109733-05,1395.78,209.37,1605.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1691,45,3,FAC-PROV-2026-00001691,2024-11-29 10:51:30.130951-05,2308.41,346.26,2654.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
946,45,3,FAC-PROV-2026-00000946,2026-04-07 20:08:53.710515-05,2628.72,394.31,3023.02,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1494,45,3,FAC-PROV-2026-00001494,2025-03-24 05:02:12.510287-05,1255.82,188.37,1444.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1045,45,3,FAC-PROV-2026-00001045,2024-01-31 16:01:07.492779-05,2502.22,375.33,2877.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1307,45,3,FAC-PROV-2026-00001307,2025-12-14 06:55:54.149156-05,1805.48,270.82,2076.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
770,45,3,FAC-PROV-2026-00000770,2024-02-08 23:50:42.444345-05,2171.04,325.66,2496.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
271,45,3,FAC-PROV-2026-00000271,2025-03-10 15:27:54.339278-05,2249.54,337.43,2586.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
22,45,3,FAC-PROV-2026-00000022,2024-06-12 00:59:29.549495-05,1494.82,224.22,1719.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1883,45,3,FAC-PROV-2026-00001883,2025-07-17 19:21:11.171192-05,932.29,139.84,1072.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
