id_factura,numero_factura,fecha_emision,id_cliente,id_metodo_pago,id_sucursal,subtotal_neto,total_descuento,total_impuesto,total_pagar,creado_en,modificado_en,creado_por,modificado_por
9718,FAC-00009718,2024-08-22 15:14:41.906728-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9719,FAC-00009719,2026-06-12 20:58:58.090236-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9720,FAC-00009720,2025-04-17 03:18:30.954508-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9721,FAC-00009721,2025-06-18 14:08:24.621708-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9722,FAC-00009722,2025-06-26 19:16:55.726998-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9723,FAC-00009723,2025-11-04 01:16:46.008002-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9724,FAC-00009724,2025-11-27 00:59:41.261891-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9725,FAC-00009725,2026-07-03 20:14:25.082341-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9726,FAC-00009726,2025-02-06 03:58:23.428314-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9727,FAC-00009727,2026-07-14 16:39:35.316018-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9728,FAC-00009728,2025-08-03 09:51:49.397583-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9729,FAC-00009729,2024-05-29 00:00:24.944965-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9730,FAC-00009730,2025-03-13 21:48:36.808516-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9731,FAC-00009731,2024-02-07 18:34:24.433038-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9732,FAC-00009732,2025-03-26 19:03:34.520647-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9733,FAC-00009733,2025-01-12 18:02:11.48816-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9734,FAC-00009734,2025-07-09 12:49:49.649144-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9735,FAC-00009735,2025-11-04 02:38:01.768793-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9736,FAC-00009736,2025-04-05 16:18:55.190648-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9737,FAC-00009737,2024-11-26 07:15:36.135351-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9738,FAC-00009738,2025-06-29 21:44:00.886523-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9739,FAC-00009739,2026-05-10 22:03:14.892136-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9740,FAC-00009740,2024-07-19 14:06:44.988015-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9741,FAC-00009741,2025-02-24 10:25:21.780798-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9742,FAC-00009742,2026-04-28 04:01:17.609477-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9743,FAC-00009743,2026-06-13 07:09:39.114516-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9744,FAC-00009744,2026-04-17 06:48:41.223316-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9745,FAC-00009745,2025-05-18 00:22:38.566533-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9746,FAC-00009746,2026-04-11 10:53:45.474365-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9747,FAC-00009747,2024-04-06 06:37:28.466344-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9748,FAC-00009748,2025-06-26 11:51:48.715722-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9749,FAC-00009749,2026-04-29 01:33:39.189563-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9750,FAC-00009750,2025-04-04 18:32:26.855527-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9751,FAC-00009751,2025-06-03 06:56:35.011814-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9752,FAC-00009752,2025-11-15 14:29:29.298656-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9753,FAC-00009753,2025-01-06 09:10:55.368253-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9754,FAC-00009754,2024-10-25 09:49:28.637451-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9755,FAC-00009755,2025-07-30 13:58:33.781793-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9756,FAC-00009756,2025-04-15 12:05:14.654506-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9757,FAC-00009757,2026-07-09 16:05:19.363306-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9758,FAC-00009758,2025-06-02 14:39:45.27098-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9759,FAC-00009759,2026-02-09 01:17:37.306387-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9760,FAC-00009760,2025-06-23 12:09:00.231527-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9761,FAC-00009761,2026-01-25 21:12:38.303522-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9762,FAC-00009762,2024-10-18 12:07:43.994421-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9763,FAC-00009763,2025-06-14 13:28:39.760585-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9764,FAC-00009764,2024-11-27 12:17:28.623861-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9765,FAC-00009765,2025-02-07 06:46:07.68798-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9766,FAC-00009766,2025-08-14 06:56:14.537755-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9767,FAC-00009767,2024-06-16 22:19:48.569864-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9768,FAC-00009768,2025-03-07 14:26:28.624145-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9769,FAC-00009769,2025-05-08 05:19:17.35527-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9770,FAC-00009770,2024-03-19 16:16:12.070954-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9771,FAC-00009771,2025-04-03 13:42:05.08672-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9772,FAC-00009772,2025-08-22 14:45:33.864556-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9773,FAC-00009773,2025-08-19 10:10:05.288866-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9774,FAC-00009774,2024-09-08 18:53:08.977613-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9775,FAC-00009775,2024-03-27 03:22:05.959668-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9776,FAC-00009776,2024-12-05 16:47:16.19311-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9777,FAC-00009777,2024-06-08 01:10:23.748571-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9778,FAC-00009778,2024-11-17 03:52:19.050694-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9779,FAC-00009779,2025-01-14 13:51:50.809934-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9780,FAC-00009780,2024-05-24 20:12:27.533455-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9781,FAC-00009781,2025-06-26 04:15:22.255653-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9782,FAC-00009782,2026-02-19 14:49:38.591115-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9783,FAC-00009783,2024-07-08 08:31:04.80046-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9784,FAC-00009784,2024-08-01 00:40:23.242245-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9785,FAC-00009785,2024-01-18 17:43:32.660178-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9786,FAC-00009786,2024-12-27 12:50:23.553145-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9787,FAC-00009787,2025-10-06 20:22:17.004862-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9788,FAC-00009788,2025-03-11 11:20:00.861829-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9789,FAC-00009789,2024-12-14 14:22:08.083326-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9790,FAC-00009790,2024-10-18 17:06:27.71393-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9791,FAC-00009791,2025-02-26 11:11:24.774392-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9792,FAC-00009792,2026-02-28 12:50:32.732522-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9793,FAC-00009793,2024-04-30 23:27:35.189123-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9794,FAC-00009794,2024-11-11 01:49:35.199305-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9795,FAC-00009795,2025-03-15 13:09:10.359876-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9796,FAC-00009796,2026-07-03 16:36:15.43885-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9797,FAC-00009797,2025-03-19 08:15:18.981-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9798,FAC-00009798,2025-02-13 07:34:51.686291-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9799,FAC-00009799,2025-08-08 19:28:12.796551-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9800,FAC-00009800,2025-03-16 14:21:56.730405-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9801,FAC-00009801,2026-04-03 00:03:17.161738-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9802,FAC-00009802,2025-02-09 18:51:31.281597-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9803,FAC-00009803,2025-09-04 11:32:43.832962-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9804,FAC-00009804,2025-04-14 04:23:14.488525-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9805,FAC-00009805,2024-03-31 22:56:40.75064-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9806,FAC-00009806,2025-01-08 03:36:10.90402-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9807,FAC-00009807,2025-03-30 11:56:33.521072-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9808,FAC-00009808,2025-07-09 22:24:18.170524-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9809,FAC-00009809,2025-11-13 09:25:04.675132-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9810,FAC-00009810,2025-09-28 06:41:14.609262-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9811,FAC-00009811,2026-01-22 01:07:47.38111-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9812,FAC-00009812,2024-04-27 08:04:01.752313-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9813,FAC-00009813,2025-11-03 13:26:53.203105-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9814,FAC-00009814,2024-01-09 16:36:29.075307-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9815,FAC-00009815,2024-04-30 18:33:10.831328-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9816,FAC-00009816,2024-11-15 02:23:10.857548-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9817,FAC-00009817,2025-10-15 17:37:37.669804-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9818,FAC-00009818,2024-12-31 12:46:40.181023-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9819,FAC-00009819,2024-09-17 20:55:20.523972-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9820,FAC-00009820,2024-12-17 05:45:02.812266-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9821,FAC-00009821,2026-04-01 19:49:59.696561-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9822,FAC-00009822,2024-07-27 02:20:37.319363-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9823,FAC-00009823,2024-09-27 10:13:49.349411-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9824,FAC-00009824,2025-11-27 11:44:11.088932-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9825,FAC-00009825,2026-05-23 03:39:40.219215-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9826,FAC-00009826,2024-04-17 06:22:22.380022-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9827,FAC-00009827,2026-01-10 19:42:52.236221-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9828,FAC-00009828,2024-06-30 08:23:30.949046-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9829,FAC-00009829,2024-01-25 13:36:31.222257-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9830,FAC-00009830,2025-03-27 13:58:24.115277-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9831,FAC-00009831,2025-09-20 21:06:18.319885-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9832,FAC-00009832,2024-11-03 07:30:12.291418-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9833,FAC-00009833,2025-08-29 16:15:44.857933-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9834,FAC-00009834,2025-01-24 23:01:10.934133-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9835,FAC-00009835,2024-03-25 13:06:36.645821-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9836,FAC-00009836,2025-04-15 21:43:38.905535-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9837,FAC-00009837,2025-02-08 09:33:35.527248-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9838,FAC-00009838,2025-12-06 19:23:34.865698-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9839,FAC-00009839,2024-04-22 19:04:29.513216-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9840,FAC-00009840,2024-03-11 01:54:41.102882-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9841,FAC-00009841,2024-03-04 07:18:02.613802-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9842,FAC-00009842,2026-05-22 17:23:13.077483-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9843,FAC-00009843,2025-02-22 20:14:50.811931-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9844,FAC-00009844,2024-09-05 21:29:32.598108-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9845,FAC-00009845,2025-05-21 14:29:57.621852-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9846,FAC-00009846,2026-01-04 07:20:00.038288-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9847,FAC-00009847,2024-03-27 16:12:27.39208-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9848,FAC-00009848,2024-07-18 20:12:20.528073-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9849,FAC-00009849,2025-02-04 00:34:08.519148-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9850,FAC-00009850,2024-07-25 05:26:54.023954-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9851,FAC-00009851,2025-10-24 23:12:49.663892-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9852,FAC-00009852,2024-07-02 21:10:48.615262-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9853,FAC-00009853,2024-07-07 07:49:11.367597-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9854,FAC-00009854,2024-10-23 23:59:33.706061-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9855,FAC-00009855,2025-06-17 03:00:24.282034-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9856,FAC-00009856,2026-05-24 15:02:05.70897-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9857,FAC-00009857,2025-03-20 02:01:30.885306-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9858,FAC-00009858,2024-08-20 22:16:51.933164-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9859,FAC-00009859,2025-08-09 13:56:26.435752-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9860,FAC-00009860,2025-06-30 19:31:44.068146-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9861,FAC-00009861,2025-04-27 03:16:54.643889-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9862,FAC-00009862,2026-06-13 11:18:49.149754-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9863,FAC-00009863,2024-10-24 12:45:47.825649-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9864,FAC-00009864,2024-10-31 10:00:08.908053-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9865,FAC-00009865,2026-04-30 00:38:47.99896-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9866,FAC-00009866,2025-05-24 11:52:01.928374-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9867,FAC-00009867,2024-04-04 02:48:03.198127-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9868,FAC-00009868,2024-04-18 19:45:56.859522-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
9869,FAC-00009869,2025-06-29 07:50:14.727107-05,392,2,6,39.06,0.00,5.86,44.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,script
